source_path,source_format,condition,lineage_id,counterbalance_arm,strategy,collapse_binary,collapse_binary_reported,collapse_binary_source,detection,first_detection_step,first_action_step,recall_count,seeded_first_final,seeded_second_final,arbitration_direction,fidelity,other_description,status,error_step,raw_events_available
..\runs_final_n100\condition_b\scoring\lineage_020.md,scored_markdown,B,20,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,4,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_021.md,scored_markdown,B,21,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,2,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_022.md,scored_markdown,B,22,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,4,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_023.md,scored_markdown,B,23,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,4,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_024.md,scored_markdown,B,24,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,3,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_025.md,scored_markdown,B,25,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,1,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_026.md,scored_markdown,B,26,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,1,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_027.md,scored_markdown,B,27,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,1,deleted,unchanged,kept_second,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_028.md,scored_markdown,B,28,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,2,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_029.md,scored_markdown,B,29,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,4,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_030.md,scored_markdown,B,30,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,0,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_031.md,scored_markdown,B,31,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,4,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_032.md,scored_markdown,B,32,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,3,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_033.md,scored_markdown,B,33,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,2,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_034.md,scored_markdown,B,34,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,3,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_035.md,scored_markdown,B,35,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,4,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_036.md,scored_markdown,B,36,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,3,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_037.md,scored_markdown,B,37,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,3,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_038.md,scored_markdown,B,38,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,3,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_039.md,scored_markdown,B,39,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,1,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_040.md,scored_markdown,B,40,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,2,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_041.md,scored_markdown,B,41,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,2,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_042.md,scored_markdown,B,42,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,3,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_043.md,scored_markdown,B,43,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,3,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_044.md,scored_markdown,B,44,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,4,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_045.md,scored_markdown,B,45,B-first,consolidate-with-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,4.0,4.0,5,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_046.md,scored_markdown,B,46,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,2,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_047.md,scored_markdown,B,47,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,1,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_048.md,scored_markdown,B,48,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,4,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_049.md,scored_markdown,B,49,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,0,deleted,unchanged,kept_second,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_050.md,scored_markdown,B,50,A-first,consolidate-with-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,3,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_051.md,scored_markdown,B,51,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,3.0,3.0,3,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_052.md,scored_markdown,B,52,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,4,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_053.md,scored_markdown,B,53,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,1,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_054.md,scored_markdown,B,54,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,2,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_055.md,scored_markdown,B,55,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,2,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_056.md,scored_markdown,B,56,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,3,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_057.md,scored_markdown,B,57,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,1,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_058.md,scored_markdown,B,58,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,1,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_059.md,scored_markdown,B,59,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,4,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_060.md,scored_markdown,B,60,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,5,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_061.md,scored_markdown,B,61,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,1,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_062.md,scored_markdown,B,62,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,1,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_063.md,scored_markdown,B,63,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,1,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_064.md,scored_markdown,B,64,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,3,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_065.md,scored_markdown,B,65,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,4,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_066.md,scored_markdown,B,66,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,4,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_067.md,scored_markdown,B,67,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,1,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_068.md,scored_markdown,B,68,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,2,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_069.md,scored_markdown,B,69,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,2,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_070.md,scored_markdown,B,70,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,4,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_071.md,scored_markdown,B,71,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,3,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_072.md,scored_markdown,B,72,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,5,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_073.md,scored_markdown,B,73,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,5,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_074.md,scored_markdown,B,74,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,2,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_075.md,scored_markdown,B,75,B-first,consolidate-with-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,1,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_076.md,scored_markdown,B,76,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,1,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_077.md,scored_markdown,B,77,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,2,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_078.md,scored_markdown,B,78,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,3,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_079.md,scored_markdown,B,79,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,2,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_080.md,scored_markdown,B,80,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,2,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_081.md,scored_markdown,B,81,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,2,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_082.md,scored_markdown,B,82,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,3,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_083.md,scored_markdown,B,83,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,0,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_084.md,scored_markdown,B,84,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,3,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_085.md,scored_markdown,B,85,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,3,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_086.md,scored_markdown,B,86,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,3,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_087.md,scored_markdown,B,87,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,2.0,2.0,4,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_088.md,scored_markdown,B,88,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,1,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_089.md,scored_markdown,B,89,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,1,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_090.md,scored_markdown,B,90,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,1,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_091.md,scored_markdown,B,91,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,1,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_092.md,scored_markdown,B,92,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,3,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_093.md,scored_markdown,B,93,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,4,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_094.md,scored_markdown,B,94,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,3,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_095.md,scored_markdown,B,95,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,4,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_096.md,scored_markdown,B,96,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,3,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_097.md,scored_markdown,B,97,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,2,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_098.md,scored_markdown,B,98,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,1,unchanged,deleted,kept_first,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_099.md,scored_markdown,B,99,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,2,deleted,unchanged,kept_second,n/a,,complete,,False
..\runs_final_n100\condition_b\scoring\lineage_100.md,scored_markdown,B,100,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,2,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_001.md,scored_markdown,C,1,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,6,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_002.md,scored_markdown,C,2,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,5.0,5.0,6,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_003.md,scored_markdown,C,3,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,2.0,2.0,5,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_004.md,scored_markdown,C,4,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,2.0,2.0,2,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_005.md,scored_markdown,C,5,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,1,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_006.md,scored_markdown,C,6,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,2,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_007.md,scored_markdown,C,7,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,2,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_008.md,scored_markdown,C,8,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,3,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_009.md,scored_markdown,C,9,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,3,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_010.md,scored_markdown,C,10,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,2,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_011.md,scored_markdown,C,11,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,6,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_012.md,scored_markdown,C,12,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,3,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_013.md,scored_markdown,C,13,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,2.0,2.0,5,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_014.md,scored_markdown,C,14,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,6,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_015.md,scored_markdown,C,15,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,3.0,3.0,5,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_016.md,scored_markdown,C,16,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,2,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_017.md,scored_markdown,C,17,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,4,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_018.md,scored_markdown,C,18,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,1,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_019.md,scored_markdown,C,19,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,3.0,3.0,6,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_020.md,scored_markdown,C,20,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,3,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_021.md,scored_markdown,C,21,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,2.0,2.0,6,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_022.md,scored_markdown,C,22,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,3.0,3.0,5,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_023.md,scored_markdown,C,23,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,3,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_024.md,scored_markdown,C,24,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,2.0,2.0,5,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_025.md,scored_markdown,C,25,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,3,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_026.md,scored_markdown,C,26,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,6,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_027.md,scored_markdown,C,27,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,2.0,2.0,6,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_028.md,scored_markdown,C,28,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,5,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_029.md,scored_markdown,C,29,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,3,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_030.md,scored_markdown,C,30,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,4,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_031.md,scored_markdown,C,31,B-first,other,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,6,edited,unchanged,n/a,n/a,"No decision-procedure rule matched. seeded_first_final=edited, seeded_second_final=unchanged, surviving_new=[]",complete,,False
..\runs_final_n100\condition_c\scoring\lineage_032.md,scored_markdown,C,32,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,5,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_033.md,scored_markdown,C,33,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,5,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_034.md,scored_markdown,C,34,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,5,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_035.md,scored_markdown,C,35,B-first,consolidate-with-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,3.0,3.0,2,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_036.md,scored_markdown,C,36,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,2,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_037.md,scored_markdown,C,37,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,4.0,4.0,6,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_038.md,scored_markdown,C,38,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,3,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_039.md,scored_markdown,C,39,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,4.0,4.0,5,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_040.md,scored_markdown,C,40,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,2.0,2.0,5,deleted,edited,kept_second,no,,complete,,False
